title,content,rating,username,positive,negative,polarity,genres
THE BEST,"It's the best superhero movie to date. Amazing casting, the cast played their parts with emotion. Great framing, lighting, suspense and just everything about this movie is amazing!",10.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
"Just rewatched the full film as an adult, since i was a kid","This film didn't spook me when i was young, now with my adult brain, this film is super intense and psychological. The most amazing part is, it's never boring. I didnt check my phone like i usually do. This film made me jump, i forgot about the joker killing the fake batmans off...Very good film. Better than no way home. Im so glad my brain forgot about most of this film because it was like brand new to me. And I LOVED IT SO MUCH.",10.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
Brilliant!,One of my ten favorite films of 2008. Great cast. Oldman deserved an Oscar nomination. The Dark Knight is perhaps the most modern comic blockbuster has given us,8.0,Anonymous,0.9989,0.0011,0.9977,"Action, Crime, Drama"
Very disappointed,"The film was very disappointing. Firstly Heath Ledger, wow didn't see that coming. He was terrific. From A knights tale to the dark knight...... not the same actor surely. The tongue flicks and glaring at the camera were very real indeed. I am going to compare this to the 1989 film because in recent times that is the best comparison we can make. The 89 film was entertaining, this wasn't. It was too dark, too dreary and left me feeling a bit depressed which just isn't the aim of comics. Christian Bale's voice as Batman was ridiculous, I didn't have any empathy with his character at all, didn't feel for him.... just nothing. Thought that I wouldn't want to live in Gotham as it was so dreary and felt that Commissioner Gordon was just too earnest. Chris Nolan gave us the excellent Memento and I think another good film in Insomnia. Though I appreciate the lack of CGI (very refreshing) and the last half an hour of the film, i fidgeted throughout and by the end felt I could have left early. Last year the Bourne Ultimatum rattled along and I came out of the cinema entertained. This was just depressing. Can't understand why this is considered to be the third best film of all time on IMDb...... astounding.",6.0,Anonymous,0.0005,0.9995,-0.999,"Action, Crime, Drama"
After All These Years...Still Perfect,"I dont have one complaint about this movie. I could watch it every day. Has the perfect amount of action, comedic relief, suspense and drama. Will always be a 10/10 from me.",10.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
You will not breathe while watching.,"This movie is hands down one of the greatest films ever created. Meticulously plotted, boldly directed, emotionally satisfying and grand in scale are just a few ways to describe this colossus of filmmaking. Heath Ledger easily surpasses even the hype with a masterclass, screen devouring performance. Christian Bale, Maggie Gyllenhaal, Michael Caine, Morgan Freeman, and Gary Oldman are also incredible.You need to see this movie at least once in your lifetime - go see it now!!",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Excellent movie,Everything in this movie is perfect. Joker (Heath ledger ) nailed it. I love the cinematography. And nolans directing.,10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
About as Perfect as a Batman Film Could Ever Be,"After defeating the Scarecrow (Cillian Murphy), Batman and Bruce Wayne (Christian Bale) have little time to return to normal life. The mafia is growing, and there's a new menace prowling the streets: The Joker (Heath Ledger, in his last performance). Can the Batman handle a villain who has no morals, no goals, no methods and is completely unpredictable? Also, a love triangle forms between Wayne, Rachel Dawes (Maggie Gyllenhaal) and Harvey Dent (Aaron Eckhart).There's little use in writing a review of ""The Dark Knight"" -- the critics loved it, fans love it, the sales are going through the roof and are likely to pass every record ever set. And I loved it, too, making it easily the film of the year and both an action-packed thriller as well as a bit of a tear-jerker. Heck, even small amounts of comic relief were thrown in (especially if you like dark humor).I could make complaints: the spinning camera shots were overdone. The Batman voice -- digitally altered for no good reason -- was excessively gruff. The ""Bat-Sonar"" was far-fetched, cheesy and pointless. And bullet reconstruction to get a fingerprint? Doubtful. And the Wayne-Batman character was largely flat and uninteresting, encouraging fans to root for the Joker. So, there was room for perfection (which is why this film, as great as it is, cannot receive a perfect score).Concerns aside, the film was well done, as Christopher Nolan and Bale work well together (see ""Batman Begins"" and ""The Prestige""). The action is intense, the violence superb for a PG-13 film. There's some suspense, plot twists, unexpected deaths. The romance aspect is a bit unclear (when does this film take place -- Rachel seems to have found a fiancé fairly fast). And Heath Ledger, oh my.The hype around this fill was very Ledger-centric, declaring him as Oscar-worthy. I thought this was exaggerated due to his untimely demise and was therefore disrespectful. However, the praise was well-deserved. This was the Joker, inside and out. I couldn't even visually Ledger under the makeup. I'll always love Jack Nicholson's portrayal, but Ledger brings his ""A"" game. If he is nominated, I accept it; and if he wins, that seems reasonable to me. Best performance so far this year, in any genre.As I said in the beginning, my review is pretty much just more or what you've already heard. The rumors are true, but judging by the sales of the picture, you've already seen it and know first-hand. If you haven't, see it in the theater while you can. Or rent it. Not sure if it's a movie worth owning (I can't see myself watching it repeatedly, depending on the special features). But this may be the superhero movie that defines the genre.",9.0,Anonymous,0.9989,0.0011,0.9977,"Action, Crime, Drama"
good but overrated,"Normally I would give this a 7.5 out of 10 but since I cant' I'll give it a seven. How anyone could rate this title that high on IMDb.com is amazing to me. It's mostly fanboys that believe this is the best movie ever and the best thing since sliced bread but what most fanboys fail to notice because they lack objectivity is that while the movie is a good one, it is quite flawed and nowhere near as perfect as many of the fanboys have rated.A couple things I noticed when I watch this movie, the movie goes on way too long. Even my friends agreed and they are huge Batman fans. There are about 3 or 4 points in the movie where it seems like it will end but goes on for another 30 minutes. And while Heath Ledger's performance is top notch and Bale as Bruce Wayne is pulled of quite flawlessly, his Batman persona is a bit weak. The voice is annoying, and many times throughout the movie, he seemingly plays second fiddle.I can't know Eckhart's casting as Two Face but Maggie Gyllenhall just doesn't seem to fit and just seems to be a standalone piece of eye candy.There are many things I can harp about but I'm not here to knock the movie. There are good points, cinematography great, Joker and Two Face played excellently by their counterparts, mood was effective and story flowed quite well albeit a bit too long.BUT this movie doesn't even belong in mention to some of the greats and shame on many movie fans that had this movie rated higher than such classics as The Godfather. Obviously the fanboys bought way too much into the hype.",7.0,Anonymous,0.0248,0.9752,-0.9504,"Action, Crime, Drama"
4K MUST HAVE!!!!,ONE OF BEST MOVIES OF ALL TIME!!! 4K MUST HAVE!!!!,10.0,Anonymous,0.9987,0.0013,0.9975,"Action, Crime, Drama"
Best movie you Will ever see,"The Best Joker ever, just legendary
Amazing
Extraordinary
Complex
Dark",10.0,Anonymous,0.9986,0.0014,0.9972,"Action, Crime, Drama"
The Dark Knight,An excellent movie with an amazing performance by Heath Ledger as the Joker,8.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Masterpiece.,"I'll grant that you have to be fairly intellectual to understand this movie, but it's a masterpiece nonetheless.Heath Ledger is incredible, probably the greatest acting performance ever from a single actor.I feel like the intellectual part comes in when you try to understand the characters. I have read other reviews saying that the joker made no sense, but in truth, the darker you think of him, the more sense he makes.""Plotholes"" are also very easily ""filled"" when paying attention to the film.",10.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
Perfect movie,"A perfectly made movie, with Heath Ledger at his best. Batman Begins started the trend of 'dark/serious' movies, and just when you thought a movie couldn't be better... The Dark Knight came out with an outstanding performance by Heath Ledger.As much as you hate the Joker character in the movie, in the end you truly feel bad. Every scene he's in gets so intense with your eyes glued to the TV, it's really hard to get side tracked by thinking of something else!Sadly The Dark Knight Rises wasn't that great, this movie still stands as one of the best movies out there.",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
"Very Good, But Yikes, Let's Keep Things in Perspective","Whatever else it may be, ""The Dark Knight,"" Christopher Nolan's follow up to his ""Batman Begins,"" the film that resurrected the Batman franchise, is the most ambitious superhero film ever made. It's full of brooding ruminations about the inherent nature of humanity, obviously fueled by the troubled state of a post-9/11 world, and it packs an awful lot of plot into its two-and-a-half-hour running time. However, be cautioned, and don't let its #1 rating at IMDb set up expectations that the film can't possibly meet. I doubt any experienced film goer is truly going to think that this is the best film ever made.The praise heaped on Heath Ledger for his performance as the Joker is well deserved. Indeed, the Joker becomes the focus of this movie, which may not be such a desirable thing, given that this is...you know....a Batman movie. The caped crusader fades into the background in this installment, to the point where you might leave the movie and forget that he was in it. Ditto Maggie Gyllenhaal, who plays the love interest, and who, true to the superhero movie formula, gets practically nothing to do. But Ledger you WILL remember. He creates a fascinating character in the Joker, and it's through him that the movie poses all of its major moral questions. Is it human nature, as the Joker suggests, to devolve into chaos when the illusion of order is taken away; or do humans have an inherent kindness that will cause them to look out for one another even when circumstances seem to call for self preservation? One of the most fascinating things about Ledger's creation is that the Joker has no more motive as a criminal than to pose questions like this. He's not out for money or even power -- he just wants to create anarchy and see what happens.I was not prepared for the other villain the screenplay throws into the mix: Two Face, played well by Aaron Eckhart. The film is too long, and it's this storyline that makes it so. Chrisotpher Nolan and his brother, Jonathan, the co-writers of the film, would have done well to leave this plot line out. By the end of the film, there are too many characters doing too many things independently of one another, so that the film loses focus slightly.The movie looks fantastic though, and the production team does wonders with Chicago (where I live by the way). In fact the look of the film is one of its major selling points, and I was pleased to finally see a superhero film that looks cinematic rather than cartoonish.So...an excellent addition to the superhero genre and a completely entertaining experience....but it's still, after all, a Batman movie, and it's not the best film since ""Citizen Kane.""Grade: A",8.0,Anonymous,0.9988,0.0012,0.9977,"Action, Crime, Drama"
Heath Ledger makes you forget Jack ever played Joker!,"This is the first movie sense The Lord of the Rings movies that had mad, crazy, super hype and surpassed it. I thought it was getting hyped up for the wrong reasons (the tragedy). I had my doubts going into this film because everyone was talking about the Ledger. After seeing so many previews, after seeing the film and knowing what other films the actor was in, he NAILED the Joker.I was happy that the film had more to offer than the preview had shown. It had some unexpected moments (which was good) and everyone one, and I do mean, everyone to include the bit players were wonderful in this movie. Nolan commanded and got some of the best work out of these people. Christian Bale just cemented that he is either better but no less than at the same level as Keaton's Batman and in the way, director Nolan film is better because it's more raw than Tim Burton's Batman. It doesn't seem like some faraway city. Kudos also goes to the City of Chicago for allowing Nolan to do whatever he wanted, so we have a lot less blue screen (cgi) effects and more realistic action sequences.But the man of the hour, is Heath Ledger. Like in so many movies where the villain steals the movie, this is no exception. You can see and sense the insanity in Ledger's Joker. I mean Jack Nicholson played Jack in the first Batman, but who would have expected this demented performance out of Ledger. And it was a great performance without the over the top, maniacal campiness that actors tend to do when playing villains.Now the only thing I wasn't crazy about was Batman's voice, it sounded a bit fake and it was hard to hear at times because it was so low. But that didn't take ANYTHING at all, away from the movie. This is a must to see on the big screen. I think its a must to see on the big screen twice and it's a must purchase on blu-ray when it's release. The movie runs about 2 hours and 45 minutes so be sure to take your bathroom break before the film start because you will not want to miss a minute.Director/Writer Christopher Nolan has that special film makers touch. He screwed with out Heads with Memento. He dazzled us with The Presitge (another movie with Bale in it). He reinvigorated us with Batman Begins and now he stuns us with the well-crafted ""Dark Knight"". We all seen what could happen to a franchise in the hands of a lesser director (Batman Returns, Batman and Robin) and its nice to see something that takes your breath away. The Dark Knight will win lots of awards, but I think it already won the biggest, audience approval. Thumbs up for the Dark Knight.",10.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
"for me,it doesn't  even touch Batman Begins","i loved the previous Batman film,Batman Begins.i thought it was brilliant,possibly the best superhero movie ever made.and with stratospheric hype this newest film had,combined with the trailers i had seen,i knew i had to see it.many people commented that it more than lived up to the hype,so i expected something earth shattering.to say i was disappointed is an understatement.there were moments where i was bored,and hoped it would end soon.Batman's voice in this movie annoyed me.it sounded like he had swallowed a bucket of gravel.either that,or had a bad case of laryngitis.maybe there was a reason behind this.but all it did was annoy me.as for Heath Ledger,and his performance as The Joker,i found it OK,but i wouldn't say it was award worthy.i mean no disrespect by this.when the movie finally ended and i left the theatre,neither the the character of The Joker,or any aspect of the movie stayed with me.bottom line,i didn't find anything profound in this movie.i was massively disappointed.it doesn't even touch Batman Begins,in my opinion.for me,The Dark Knight is a 5/10.",5.0,Anonymous,0.0005,0.9995,-0.999,"Action, Crime, Drama"
A-maz-ing,"I have enjoyed batman for a long time and despite my rabid fanaticism this movie took me to a whole new level. This is barely a superhero movie; it's utterly devoted from start to finish as an action-drama and could stand alone by all means. I admit I was skeptical of what it would be like, what with the list of villains potentially bogging down the story, the change of actress for the character Rachel Dawes and of course Heath Ledger's death which I feared might make the movie a target for his fans to run wild. However I have never been so overjoyed to be so wrong; Maggie Gylennhal is a wonderful actress as Katie Holmes' replacement; her character was good enough to avoid the melodramatic angle and was rather sublime about any of the relationships, none of the villains took away from the movie or cluttered it in the least, and Heath Ledger was absolutely fantastic as the clown prince of crime; he deserves all the praise he gets for his performance which was scary and funny at the same time. Not once did it seem that the actor was tooting his own thespian horn (as I think jack Nicholson did when he played the joker) in fact I got the feeling Ledger was determined to have fun with it and I hope he did because he made a wonderful last impression with this skeptic. You don't have to be a fan to recognize what a thrill ride this movie is; my only warning to you is that you are not in for a mindless bubble-gum superhero flick that is short and simple; this is quality cinema and batman has never had so much solid footing in this area. My hats off to all who were involved. Go watch this movie now!",10.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
2008 Greatest Movie,"I have just returned from a premiere in Newcastle, Australia(15/7/08), let me just say this has to be one of the best movies of 2008.Every performance in this movie is just fantastic, and Heath Ledger Owns The JOKER, I don't think anyone could match his style and he eats up every scene he is in.This has to be scene on the big screen to be enjoyed, this is one of the very few sequels that is better than the original.Make 2008 the year to see and enjoy one of the years best.And i hope in Feb 09, Heath is nominated for an Oscar, he will always be remembered Cheers",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Hey dumba$$ parents - this isn't Shrek 4,"To all the moronic parents who brought their children to this film and complain about it 'not being for kids' and that your 'kids will have nightmares for weeks', here's a clue - it's PG13; and if the voluminous (that means lots of) marketing (this means the advertisements you see on TV and in your People Magazine) isn't enough to give you an idea that this isn't a family superhero movie with a funny clown, then you have nobody to blame than your own dumb self.The sooner you wake up and pay attention to what you're feeding your children, the sooner the rest of the world can move on without hearing you blame others for your own ineffective (this means dumb) parenting.",,Anonymous,0.9835,0.0165,0.9669,"Action, Crime, Drama"
Does What it Set Out To Do,"Frank Miller's The Dark Knight was one of the greatest comic series ever made. I was a young comic book collector when it first came out and I remember buying 5 copies a couple of days after its release and then watching it sell out in a few weeks. The price for the first edition sky-rocketed after just a couple of months to over $100, as second and third runs were printed.What Miller did was nothing short of revolutionary. He depicted the Batman much the same way as the original 1930s Batman comics did - as a nearly maniacal, shadowy vigilante who sets forth to strike fear into the hearts of villains throughout Gotham. But he deepened the internal conflicts, the personal relationships, and the psychological aspects of the stories - especially the 2-3 episodes that dealt with the Joker. Miller's Joker was the flip-side of the Batman. An entirely sociopathic force for chaos and evil - and not entirely unlike the Batman at a deep structural level - driven by a similar kind of megalomania. The commonalities between the characters were just enough to shake Bruce Wayne to his core and to cause him to question everything he stood for.Take note - With Iron Man and this film, Comic Book Films Have finally begun to realize their full potential.Thankfully, The Dark Knight took aspects of Miller's version of the Joker and brought them to the screen faithfully - with adequate but not overbearing special effects, great acting talent, and a script worthy of Miller's work.The Joker, devastatingly played by Heath Ledger, is not the quirky Cesar Romero prankster, nor the slightly demonic Jack Nicholson Commodore of Crime, but rather Frank Miller's ingenious, amoral, homicidal maniac. And he is anything but funny. The Joker reigns terror down on Gotham through a series of increasingly murderous experiments designed to test his nihilistic hypothesis concerning human nature. The Batman is being hunted by a righteous new district attorney for his vigilante approach to justice, and it is becoming increasingly clear that crime has stepped up its skill and intelligence to meet him at his own level. Bruce Wayne, plagued by personal difficulties and the deep conflicts of his dual life considers hanging up his cloak just when Gotham needs him most. But something about the Joker gets way under his skin.The film even captures Miller's dark aesthetic of Gotham and the Batman consistently. Ledger is perfect, Bale is very good (though he was not given the depth afforded the Joker by the script, the story dictates that this will change in the next film), and the excellent, star-studded, supporting cast makes this blockbuster worth seeing by just about anybody.For those who know the story and bring great expectations to this film - you will be rewarded with catharsis. For those who don't - prepare to see something you would never expect from a comic book based film - intense psychological drama and powerfully realized characterization.For those who are just looking for a fun and entertaining action film - you will get more than you bargained for in The Dark Knight, but may find it too lengthy and dark for your tastes.",9.0,Anonymous,0.9988,0.0012,0.9977,"Action, Crime, Drama"
The secret of success,"when I gave my opinion with 9 marks ,I was not give it for the movie or for Christian Bale or for director but only for Heath Ledger who made A wonderful performance,he was able to delve deeper into this character ,really with loud voice and A great honor I want to say BRAVOOOOOOO!!! But in general the story was amazing especially in last minutes,and as always Morgan Freeman Was scintillating ,and Maggie Gyllenhaal also. finally I believe that without Heath Ledger and his performance this movie was not take more than 6 because he was the secret of success. thanks Heath Ledger and we will not forget you and your fantastic performance...",10.0,Anonymous,0.9989,0.0011,0.9977,"Action, Crime, Drama"
Unbelievable,"I believe this is one of of the greatest films of all time, I know that people won't have the same opinion or view as me but I fail to find anything wrong with the film other than I wish it was longer and it just didn't have to end",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Amaze with the Acting Skills of Joker (Played by Heath Ledger),"I really liked the acting skills of Heath Ledger who had played the role of Joker in this movie. Joker has his own rules in this Batman movie. I always watch this movie along with my best buddy Peter. This movie has inspired many people and if you are a fan of Batman, then this movie is for you.",9.0,Anonymous,0.9989,0.0011,0.9977,"Action, Crime, Drama"
Stellar performance from Heath Ledger,"He really makes this movie. His joker is iconic truly a bar to reach for, for all other actors.",9.0,Anonymous,0.9988,0.0012,0.9976,"Action, Crime, Drama"
GOOD,"VERY GOOD THIS FILM IS AWESOME
RECOMMEND THE USER VIEW THIS FILM",10.0,Anonymous,0.9985,0.0015,0.9971,"Action, Crime, Drama"
The film that seems to have fooled everyone!,"OK, lets get it out of the way, I'm a massive Batman fan. I loved the TV show when I was a kid, really enjoyed the early Tim Burton films and have even worn the costume on a few occasions. I've even taken the time to read Batman comics and graphic novels. I thought Christian Bale was an excellent choice of the lead role for the new films and thought the first one was a great start and I was really looking forward to this one. So how come I've just walked out of the cinema feeling very disappointed? Why? Because this film just wasn't that good. It's far too long, has very little fun in it and takes itself so seriously it's painful. The makers have thrown the kitchen sink at it with very little thought. The whole thing was one great, big, dreadful, noisy, mess. The only good thing in it is Heath Ledger's performance. I had my doubts when I first heard who'd they'd cast but I gotta hand it to Heath, he pulled it off. No thanks to the film however, which is so over cooked it's burnt. Sure there's loads of action, cool bat gadgets and lots of running about and shouting but absolutely no soul. It was great looking but has no personality. I felt neither happy, scared or even mildly concerned let alone entertained. I really didn't give a damn. So next time people, slim it down, less is more. It's not Apocalypse Now, put some fun into it.....Why so serious?",6.0,Anonymous,0.0005,0.9995,-0.999,"Action, Crime, Drama"
"Weird, sadistic, no redeeming value, really","The trick to these comic book superhero movies is not to take the source material too seriously. That's what made the original Batman from the 1980's, with Jack Nickolson as the Joker, work so well; everything about that movie, including all the main characters, was over the top, and rightfully so. We are, after all, talking about a man who goes out and fights crime while dressed up as a bat. How seriously, really, are we supposed to take such a notion? But this movie (among its various other flaws) takes itself WAY too seriously. It's supposed to be some deep, even epic, tale of, well, something. But, hey, if I want that, I could read Homer. Or Shakespeare. Or watch ""The Godfather"". Stories that truly are epic, in no small part because they feature real human characters, not ones that came out of a cartoon book.That said, I can only review so much of this movie because, quite honestly, I don't remember all that much from it. Nothing about it truly stood out in my mind, other than that the general theme seemed to be to inflict upon the audience several scenes of considerable cruelty and sadism. And, unlike in other movies where these qualities played a significant role (Silence of the Lambs, Apocalypse Now), here these elements seem to exist solely for shock value, not because they actually add anything to our deeper understanding of the story.Which brings us to the character of the Joker. Let me be blunt - Nickolson's Joker was at least ten times better than this one. Both are completely unbelievable, but Jack's Joker was at least interesting, even fun. He was a pleasure to watch in much the same way that a good James Bond villain is. But there is nothing pleasurable at all about Heath Ledger's Joker. First off, he is so psychotic that he couldn't function anywhere outside of an insane asylum; he kills off his own henchmen, burns their stolen money before their very eyes, yet this psycho somehow enlists a small army of loyal followers without giving them any reason to be loyal at all, and yet, despite being a complete walking mental meltdown, he manages to put in motion any number of very detailed terrorist plots that would require the exact opposite mindset, namely, one of cold and calculating rationality. In short, as a movie villain, he simply fails. Not only is he not credible at all, his sole contribution to the story is to add the aforementioned cruelty and sadism, making this not only a stupid and unbelievable movie, but a thoroughly depressing one as well. I mean, seriously. If you want to see movie characters who have a dark, twisted, and sadistic streak and yet come off as credible on the screen, one need look no further than such persons as Tommy from ""Goodfellas"" or Luca Brasi from ""The Godfather"". But the Joker from this film is just a void. Encountering his character was like stepping on a dog turd. The experience is wholly unpleasant and disgusting, but thankfully you forget about it pretty soon.3/10",3.0,Anonymous,0.0005,0.9995,-0.999,"Action, Crime, Drama"
One Of The Best Movie,"In The Dark Night Movie, Joker in this movie is really a legend, He is my favorite Character in this movie, more then the Hero. The Hero is the Batmen but most famous character is the joker, the way he presents his character is mind blowing, i always gonna miss his acting, i wish he is alive so i can see him in more movies and more shades of characters. Batmen is a Super hero but Joker is a Super Villain of all time. Nolan is a great filmmaker who knows the core of emotions and character design, his script and dialogues are amazing, he is one of the best filmmaker of this century. Many filmmakers learn filmmaking from his style.",9.0,Anonymous,0.9988,0.0012,0.9976,"Action, Crime, Drama"
Coringa,Heathe Leadger the best interpretation in the world,10.0,Anonymous,0.9982,0.0018,0.9965,"Action, Crime, Drama"
Best Batman's Movie Ever,"Forever immortal icon
Above classification level, it has a very good cast with talented acting and a talented director
The movie you will never get poring of watching it.I wish for everyone a pleasant watching.",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Why so serious? Because this is the best superhero film ever.,"This is the best superhero film to date. Heath Ledger has one of the best performances of all time and the entire story is so captivating. The Joker is horrifying and he's a great challenge for Batman. If you haven't seen the Dark Knight and you are a superhero fan, you better rethink whether you are actually a superhero fan.",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Best Superhero Movie of all time,"Christopher Nolan's dark knight is still one of the best superhero movies if not the best.I think this is the first movie that villain become more attracted by Fans more than the hero,he really gives the better class of criminal the movie needed. It is a good combination of good action and awesome storyline.",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Great,I love it. There was so much here and I particularly loved this take on the Joker.,10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
SOMETHING NEVER SHOWN BEFORE,"Love it. Every bit of it.A top notch superhero movie, genuinely lost words
so I had this in my thoughts for hour:This movie wasn't supposed to be like this,
far enough to deserves the good ratings
because the intentions of this movie it's simply to fight Joker, the main villain.But this one hits different with Nolan's vision that wanted to show us the real persona of whom the Dark Knight really is.The messages that this movie have, really determine the true words that never told before that makes you truly appreciate Bruce Wayne as a person and Batman as a Dark Knight that Gotham needs.Watched every DC's movies this week, this one is trully the greatest ever made.",10.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
The most *OVER-RATED* Top 10 film on IMDb,"I've been waiting for this film since I had seen Batman Begins in the cinema three/four years ago, but I was disappointed that I did not see anything new. It also didn't help that the plot in the film was muddled up. There were different subplots happening in between the film and by the last half I was totally lost; even my boyfriend has fallen asleep. I didn't like Maggie Gyllenhal's role as Rachael - she was bland as a blank of wood/black tea with no sugar, *really* boring as an actress!As usual, Bale puts on a great performance and I have always enjoyed the films he has been in from the past (Machinist, The Prestige, Equiliberium, Batman Begins, American Psycho). However, reprising his role as Bruce Wayne, I felt I hadn't seen anything fresh from his performance or, if there was, this was overshadowed by the film (I am sure he will make up for this in Terminator 4). I like Christopher Nolan as well as a director, but I think this film was all about money and not about quality film-making. Compare this film to Memento and The Prestige - the Dark Knight is nowhere near as good as those films. In other words, from the 'success' this film has made, it would look as though Nolan has sold out which is a real shame.I have idea no where thes hype about this film has come from, but I suspect it is because of the fact that people have been defining this film as one of Heath Ledger's ""finest performance"". Sure, his role as the Joker worked well on screen, but, even so, it is not worthy of winning a BAFTA/Oscar for his performance. People have generously given this film either a 9/10 simply because they have bought the fascination surrounding Ledger's performance/death along with the excessive violence and not judging on this film, realistically.This film is worth no more than a 6, I am afraid - it should NOT be in IMDb's top 10. Having said that, this is nothing more than 'popcorn' film.",6.0,Anonymous,0.0005,0.9995,-0.999,"Action, Crime, Drama"
Honestly the worst of the Batman movies,"So I know I'm not supposed to dislike a movie like this especially since Heath Ledger acts so well but I've seen this film several times I've given it it's due but honestly it's not good. The Direction and acting are amazing but the plot is bad. The plot is outrageous as though the joker could accomplish even part is insane even for the comics. The phone call scene .. are u f..ing kidding me It's so outlandish that it's annoying. And the ferries !!! Common. I know it's a fantasy but the whole ""social experiment "" is so stupid. Arggg I hate this film. Nolan does an amazing job but honestly Burton runs laps on you. The vision and plot are sub par to the point of annoyance. I know everyone loved this film but honestly it's bad.really bad. Hard pass.",3.0,Anonymous,0.0005,0.9995,-0.999,"Action, Crime, Drama"
AMAZING,"GREAT MOVIE. MUST SEEN. HEATH LEADGER IS INCREDIBLE CLEARLY THE BEST JOKER
RIP",10.0,Anonymous,0.9987,0.0013,0.9975,"Action, Crime, Drama"
Still the best Superhero movie out there even after a decade!,"Absolutely one of the best films I have ever seen. The Joker and Batman fantastically portrayed by Heath and Christian with phenomenal chemistry between the characters. Over a decade on since it was released and countless superhero watched by myself since and this is still definitely the best one out there. The depth and rationalities the joker gives leave the viewer wondering whether he is crazy or completely sane in this thought provoking cinematic masterpiece.No spoilers here but when you watch it you will be on the edge of your seat with anticipation, you will also feel so connected to both the joker and batman on an emotional level.",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
I will never tire of this film,I've lost count of how many times i have watched this. Returned to it after watching Joker. Different interpretation but Ledger's Joker is perfection,10.0,Anonymous,0.9988,0.0012,0.9977,"Action, Crime, Drama"
An untouchable piece of fiction brought to life in unfathomably ground-breaking fashion.,""" You either die a hero, or you live long enough to see yourself become the villain""Opening with a cunning master-show; a blisteringly devious bank heist that gives us the most iconic villain ever to grace the screen. A creepy Glasgow smile that keeps us up at night, spooking, haunting and endlessly projecting in our psyches for years and years, echoing from generation through generation. Everything holds up so well, in fact too well. The Dark Knight is a monolithic milestone of vigilante epicness, a hard-boiled crime noir masquerading as a PG-13 superhero movie, and a heroic ode for the ages.Clap, Clap, Clap (in Joker's manner) for Nolan's ballistic nihilism, no holds barred mannerism and his spectacular vision has bequeathed us with multiple moral time-bombs, finely-tuned characterizations and dynamically explosive set-pieces: fake Batmans sequence, Harvey vs Rachel,
18-wheeler truck spinning and flipping upside down and Joker's brazenly blasting at the Batpod and so on. The villains have largely overpowered our hero in this one as darkness triumphantly cloaks up daylight, subverting the very foundation of comic-book genre, showing something we haven't seen before.Similar to that magic pencil, The Dark Knight is relentless with its freakishly brutal power, casting an Abracadabra that's capable of knocking you out, mind-blown and ice cold on the floor. Dark and somber but equally rich in aesthetics, rainy Gotham City is as beautiful as it is immersive. So bleak there's almost no hope left and tensions are boisterously fueled by atmospheric dangers looming near, mercilessly raising the stakes up to 10000 degrees Celsius blazing fire. With many maze-like twists possessing such unpredictable nature similar to its crazy antagonist(s), this showdown is twistedly deranged, exciting and tragic in equal measures.A film, so monumental, its impact cannot be understated. A film as bold and as ever-lasting as the immortal name it so tragically tells the story of.An untouchable piece of fiction that brings great life to decades of graphic novel story-telling in unfathomably ground-breaking fashion. This is the power of undisputed directing champ Christopher Nolan.He's Not Our Hero.He's A Silent Guardian.A Watchful Protector.A Dark Knight.",10.0,Anonymous,0.9989,0.0011,0.9977,"Action, Crime, Drama"
The best Batman ever!,"The Dark Knight is a trilogy movie that I watch and re watch a lot of times. Full of action, great cinematography, amazing pacing on the editing side and storytelling wise is just flawless. I can say that my favorite of the 3 is the second one with Joker, just amazing.For me the best Batman out there.",9.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
